GeneSymbol	GeneID	MedianTumor	MedianNormal	Log2FoldChange	adjp
ADCYAP1R1	ENSG00000078549.14	0.030	3.700	-2.190	3.96e-43
ADD1	ENSG00000087274.16	66.346	156.318	-1.224	1.53e-21
ADGRA2	ENSG00000020181.17	6.324	14.770	-1.107	9.40e-11
ADGRB1	ENSG00000181790.10	0.100	1.385	-1.116	3.85e-53
ADGRB3	ENSG00000135298.13	0.040	2.055	-1.555	1.25e-38
ADGRD1	ENSG00000111452.12	1.000	8.575	-2.259	6.42e-50
ADGRE5	ENSG00000123146.19	79.456	37.039	1.081	2.02e-25
ADGRF4	ENSG00000153294.11	2.190	0.120	1.510	7.68e-64
ADGRG1	ENSG00000205336.11	108.251	15.705	2.709	9.54e-83
ADGRG3	ENSG00000182885.16	0.460	2.000	-1.039	4.58e-20
ADGRG5	ENSG00000159618.15	1.795	0.245	1.167	3.73e-28
ADGRG7	ENSG00000144820.7	1.600	0.090	1.254	1.71e-9
ADGRL2	ENSG00000117114.19	3.714	13.799	-1.650	1.60e-33
ADGRL3	ENSG00000150471.15	0.275	1.700	-1.082	2.49e-43
ADH1B	ENSG00000196616.12	1.065	149.623	-6.189	4.58e-115
ADHFE1	ENSG00000147576.15	0.385	20.609	-3.964	4.92e-111
ADIRF-AS1	ENSG00000272734.1	1.385	6.460	-1.645	1.17e-38
ADK	ENSG00000156110.13	28.829	10.640	1.358	1.43e-60
ADM	ENSG00000148926.9	15.045	32.645	-1.068	9.08e-10
ADM2	ENSG00000128165.8	2.780	0.190	1.667	3.41e-67
ADORA2B	ENSG00000170425.3	10.940	2.920	1.607	3.91e-20
ADRA2B	ENSG00000274286.1	0.200	1.430	-1.018	1.51e-37
ADRB3	ENSG00000188778.4	0.010	1.060	-1.028	2.05e-30
ADRM1	ENSG00000130706.12	166.300	66.210	1.316	4.33e-39
ADSSL1	ENSG00000185100.10	1.330	4.480	-1.234	2.13e-32
AF001548.3	ENSG00000280429.1	0.000	1.440	-1.287	1.05e-27
AF064858.6	ENSG00000205622.9	2.820	0.425	1.423	2.60e-39
AFF1	ENSG00000172493.20	8.865	19.380	-1.047	3.53e-29
AFF3	ENSG00000144218.18	0.155	3.260	-1.883	4.33e-61
AFG3L1P	ENSG00000223959.8	8.165	18.210	-1.068	5.70e-33
AFMID	ENSG00000183077.15	39.745	15.425	1.311	3.06e-43
AGAP11	ENSG00000271880.1	0.125	2.050	-1.439	1.60e-52
AGAP4	ENSG00000188234.13	4.790	13.450	-1.319	2.11e-46
AGAP5	ENSG00000172650.12	1.725	5.145	-1.173	3.25e-45
AGAP6	ENSG00000204149.9	5.645	17.035	-1.440	2.90e-42
AGAP9	ENSG00000204172.11	3.120	11.200	-1.566	2.25e-36
AGER	ENSG00000204305.13	1.760	10.295	-2.033	1.27e-67
AGMAT	ENSG00000116771.5	14.785	0.245	3.664	1.45e-54
AGPAT2	ENSG00000169692.12	108.375	38.248	1.479	3.85e-19
AGPAT4	ENSG00000026652.13	0.995	4.215	-1.386	7.51e-29
AGPAT5	ENSG00000155189.11	13.400	4.485	1.393	3.26e-40
AGPAT9	ENSG00000138678.10	2.170	5.690	-1.078	1.14e-17
AGR2	ENSG00000106541.11	499.346	10.240	5.476	9.44e-25
AGR3	ENSG00000173467.8	40.690	3.995	3.061	5.87e-7
AGRN	ENSG00000188157.13	33.645	16.225	1.008	1.48e-27
AGT	ENSG00000135744.7	12.838	2.920	1.820	6.54e-44
AGTR1	ENSG00000144891.17	0.260	12.715	-3.444	6.24e-45
AHCY	ENSG00000101444.12	273.955	51.305	2.394	1.40e-89
AHDC1	ENSG00000126705.13	3.375	12.150	-1.588	2.97e-29
AHNAK	ENSG00000124942.13	40.150	201.152	-2.296	2.57e-43
AHNAK2	ENSG00000185567.6	4.970	58.779	-3.324	9.63e-25
AHSA2	ENSG00000173209.22	16.565	64.832	-1.906	2.25e-47
AIF1L	ENSG00000126878.12	1.510	4.545	-1.144	1.38e-25
AIFM3	ENSG00000183773.15	18.545	3.575	2.095	2.97e-3
AIM1	ENSG00000112297.14	14.680	4.015	1.645	2.23e-15
AIM1L	ENSG00000176092.13	6.369	0.425	2.371	6.69e-32
AIMP2	ENSG00000106305.9	44.055	20.359	1.077	8.45e-36
AJUBA	ENSG00000129474.15	9.075	2.100	1.700	2.65e-61
AK4P1	ENSG00000263535.1	3.125	0.875	1.138	5.62e-20
AKAP12	ENSG00000131016.16	3.200	38.886	-3.247	2.69e-38
AKAP6	ENSG00000151320.10	0.415	3.575	-1.693	4.06e-29
AKAP8L	ENSG00000011243.17	27.240	69.741	-1.325	2.76e-29
AKR1B1	ENSG00000085662.13	19.871	45.781	-1.164	4.87e-29
AKR1C1	ENSG00000187134.12	2.720	19.045	-2.430	2.59e-42
AKR1C2	ENSG00000151632.16	3.200	15.970	-2.015	9.28e-34
AKR7A3	ENSG00000162482.4	19.239	2.305	2.614	3.09e-9
AKT3	ENSG00000117020.16	2.245	18.820	-2.611	3.10e-40
AL109927.1	ENSG00000278868.1	2.305	0.000	1.725	1.82e-4
AL158801.1	ENSG00000279392.1	4.740	0.305	2.137	1.72e-112
AL442127.1	ENSG00000278371.2	0.000	22.959	-4.582	4.82e-37
ALB	ENSG00000163631.16	0.055	1.195	-1.057	3.87e-5
ALDH18A1	ENSG00000059573.8	63.273	15.160	1.992	6.74e-34
ALDH1A1	ENSG00000165092.12	21.407	133.291	-2.583	3.17e-37
ALDH1L1	ENSG00000144908.13	0.930	6.900	-2.034	3.47e-18
ALDH3A1	ENSG00000108602.17	4.080	0.800	1.497	1.49e-26
ALDH4A1	ENSG00000159423.16	12.920	5.235	1.159	2.66e-38
ALDH5A1	ENSG00000112294.12	7.315	2.860	1.107	1.34e-44
ALDH8A1	ENSG00000118514.13	0.180	1.530	-1.100	7.94e-31
ALDOB	ENSG00000136872.17	8.235	0.825	2.339	1.36e-37
ALG1	ENSG00000033011.11	33.048	10.840	1.524	1.58e-61
ALG11	ENSG00000253710.2	6.825	2.795	1.044	4.36e-52
ALG14	ENSG00000172339.9	6.230	1.960	1.288	1.46e-32
ALG1L	ENSG00000189366.9	4.430	1.045	1.409	1.10e-51
ALG3	ENSG00000214160.9	61.663	29.421	1.043	4.37e-40
ALG5	ENSG00000120697.8	71.120	21.925	1.653	2.00e-71
ALG8	ENSG00000159063.12	34.925	14.755	1.189	1.16e-56
ALOX12-AS1	ENSG00000215067.9	2.165	6.405	-1.226	1.25e-63
ALPK3	ENSG00000136383.6	0.965	5.605	-1.749	7.81e-13
ALYREF	ENSG00000183684.7	107.120	34.446	1.609	4.24e-61
AMACR	ENSG00000242110.7	54.170	7.510	2.697	2.53e-51
AMDHD2	ENSG00000162066.14	10.080	21.870	-1.046	1.22e-27
AMIGO2	ENSG00000139211.6	8.175	17.610	-1.020	4.44e-5
AMMECR1	ENSG00000101935.9	6.365	1.610	1.497	3.51e-92
AMOT	ENSG00000126016.13	7.350	2.740	1.159	4.95e-35
AMOTL1	ENSG00000166025.17	1.765	22.170	-3.067	2.09e-31
AMPH	ENSG00000078053.16	0.365	2.320	-1.282	1.80e-34
AMT	ENSG00000145020.14	10.080	38.091	-1.819	7.70e-51
AMY2B	ENSG00000240038.6	2.443	26.075	-2.975	1.24e-73
ANAPC2	ENSG00000176248.8	17.285	38.716	-1.119	5.78e-32
ANGPTL1	ENSG00000116194.12	0.260	27.315	-4.490	1.98e-76
ANGPTL2	ENSG00000136859.9	14.238	49.039	-1.715	6.73e-10
ANGPTL4	ENSG00000167772.11	3.115	9.079	-1.292	1.23e-11
ANGPTL7	ENSG00000171819.4	0.020	1.655	-1.380	4.93e-25
ANK2	ENSG00000145362.16	0.835	17.905	-3.365	7.93e-52
ANK3	ENSG00000151150.20	7.385	19.225	-1.270	7.20e-33
ANKDD1A	ENSG00000166839.16	0.695	3.900	-1.531	9.62e-45
ANKEF1	ENSG00000132623.15	5.235	0.485	2.070	7.24e-90
ANKFY1	ENSG00000185722.16	8.120	20.700	-1.251	2.14e-31
ANKH	ENSG00000154122.12	73.167	13.580	2.347	7.43e-81
ANKRD12	ENSG00000101745.15	3.655	8.655	-1.053	1.53e-40
ANKRD22	ENSG00000152766.5	21.645	0.560	3.860	1.89e-52
ANKRD23	ENSG00000163126.14	1.180	3.560	-1.065	3.48e-36
ANKRD35	ENSG00000198483.12	0.285	3.840	-1.913	1.90e-43
ANKRD36B	ENSG00000196912.12	1.884	5.530	-1.179	8.24e-33
ANKRD44	ENSG00000065413.16	1.890	6.050	-1.287	3.41e-36
ANKRD53	ENSG00000144031.11	0.115	1.895	-1.377	1.60e-65
ANKRD6	ENSG00000135299.16	1.040	4.995	-1.555	1.09e-35
ANKRD65	ENSG00000235098.8	0.770	7.935	-2.336	6.83e-38
ANKRD9	ENSG00000156381.8	7.585	20.045	-1.294	1.66e-31
ANKS1B	ENSG00000185046.18	0.140	2.645	-1.677	4.84e-36
ANKS3	ENSG00000168096.14	7.425	17.740	-1.153	3.69e-32
ANKS4B	ENSG00000175311.6	11.845	0.335	3.266	8.60e-26
ANLN	ENSG00000011426.10	18.994	1.335	3.098	1.74e-113
ANO2	ENSG00000047617.14	0.180	1.385	-1.015	4.10e-38
ANO5	ENSG00000171714.10	0.155	1.960	-1.358	1.44e-62
ANO9	ENSG00000185101.12	51.721	6.775	2.762	8.65e-12
ANOS1	ENSG00000011201.10	1.855	0.210	1.238	3.03e-59
ANP32A	ENSG00000140350.15	131.374	57.501	1.178	1.13e-29
ANTXR2	ENSG00000163297.16	23.287	80.181	-1.741	4.49e-29
ANXA1	ENSG00000135046.13	49.664	111.909	-1.156	1.95e-9
ANXA13	ENSG00000104537.16	11.199	3.035	1.596	2.02e-15
ANXA2	ENSG00000182718.16	835.675	324.910	1.360	2.94e-27
ANXA2P2	ENSG00000231991.4	17.570	3.285	2.116	5.24e-81
ANXA3	ENSG00000138772.12	82.807	21.135	1.921	5.15e-53
ANXA4	ENSG00000196975.14	207.921	47.970	2.093	1.90e-59
ANXA6	ENSG00000197043.13	61.379	156.492	-1.336	1.67e-6
ANXA8L1	ENSG00000264230.7	0.100	1.650	-1.269	1.21e-31
ANXA9	ENSG00000143412.9	4.130	1.030	1.338	1.56e-93
AOAH	ENSG00000136250.11	22.297	3.890	2.252	1.01e-46
AOC1	ENSG00000002726.19	93.497	2.160	4.902	4.05e-19
AOC3	ENSG00000131471.6	7.545	143.101	-4.076	6.69e-45
AOC4P	ENSG00000260105.6	0.060	2.430	-1.694	6.13e-34
AOX1	ENSG00000138356.13	0.745	6.890	-2.177	3.83e-38
AP000275.65	ENSG00000265590.9	4.535	1.185	1.341	4.45e-21
AP000347.2	ENSG00000272578.5	0.565	3.025	-1.363	8.67e-65
AP000347.4	ENSG00000234353.2	0.660	3.640	-1.483	4.44e-38
AP000349.2	ENSG00000280178.1	10.340	0.200	3.240	1.15e-100
AP000439.3	ENSG00000255774.1	5.382	0.155	2.466	3.69e-17
AP000892.6	ENSG00000280143.1	3.715	86.488	-4.214	2.47e-50
AP000936.1	ENSG00000234268.1	1.025	0.000	1.018	1.52e-30
AP001062.7	ENSG00000184441.4	0.800	2.655	-1.022	1.02e-59
AP001347.6	ENSG00000224905.6	0.130	1.920	-1.370	4.29e-22
AP001631.9	ENSG00000236663.1	1.085	0.000	1.060	1.27e-61
AP003068.9	ENSG00000254501.1	3.680	1.130	1.136	7.34e-30
AP003391.1	ENSG00000281272.1	20.295	0.000	4.412	1.68e-29
AP003774.1	ENSG00000236935.1	12.517	0.405	3.266	1.10e-33
AP006621.5	ENSG00000255284.1	3.025	8.545	-1.246	3.06e-30
AP006748.1	ENSG00000223400.1	1.020	0.000	1.014	9.05e-12
AP1M2	ENSG00000129354.11	93.186	1.588	5.185	1.13e-34
AP1S1	ENSG00000106367.13	119.336	22.064	2.383	1.51e-62
AP1S2	ENSG00000182287.13	12.075	27.610	-1.130	9.29e-10
AP1S3	ENSG00000152056.16	5.290	0.460	2.107	4.76e-105
AP3B2	ENSG00000103723.12	0.185	2.450	-1.542	6.21e-45
APBB1	ENSG00000166313.18	4.160	50.126	-3.309	3.59e-51
APBB3	ENSG00000113108.17	5.460	33.651	-2.423	2.35e-80
APCDD1	ENSG00000154856.12	40.597	11.895	1.690	7.34e-23
APEH	ENSG00000164062.12	117.310	54.829	1.083	7.17e-28
APEX2	ENSG00000169188.4	19.085	6.500	1.421	1.77e-65
APH1A	ENSG00000117362.12	136.546	59.979	1.174	1.22e-27
APLN	ENSG00000171388.11	2.995	0.420	1.492	2.25e-43
APLNR	ENSG00000134817.10	7.538	2.355	1.348	3.04e-17
APLP1	ENSG00000105290.11	1.125	5.785	-1.675	1.78e-30
APMAP	ENSG00000101474.11	84.879	31.074	1.421	7.45e-44
APOBEC1	ENSG00000111701.6	5.680	0.080	2.629	1.24e-51
APOBEC3B	ENSG00000179750.15	10.119	0.655	2.748	5.16e-28
APOBR	ENSG00000184730.10	13.999	2.515	2.093	5.43e-6
APOC1	ENSG00000130208.9	44.404	9.969	2.049	1.05e-30
APOC2	ENSG00000234906.8	4.704	0.210	2.237	4.83e-85
APOC4-APOC2	ENSG00000224916.8	7.954	0.495	2.582	3.07e-80
APOD	ENSG00000189058.8	10.707	79.203	-2.776	6.56e-40
APOL3	ENSG00000128284.19	8.640	19.965	-1.121	1.24e-19
APOO	ENSG00000184831.13	24.035	11.155	1.042	8.03e-39
APRT	ENSG00000198931.10	195.002	85.576	1.179	1.53e-26
AQP1	ENSG00000240583.10	29.860	91.360	-1.582	8.27e-13
AQP7	ENSG00000165269.12	1.375	3.844	-1.028	3.72e-13
ARAP1-AS1	ENSG00000256007.1	3.080	0.000	2.028	5.32e-18
AREG	ENSG00000109321.10	89.052	4.865	3.941	1.86e-64
ARF6	ENSG00000165527.6	51.262	24.240	1.050	1.41e-21
ARFGEF2	ENSG00000124198.8	19.261	8.510	1.091	8.71e-35
ARFGEF3	ENSG00000112379.8	4.050	0.750	1.529	4.10e-54
ARGLU1	ENSG00000134884.13	64.201	165.500	-1.353	3.69e-24
ARHGAP10	ENSG00000071205.11	2.950	32.584	-3.088	1.49e-50
ARHGAP11A	ENSG00000198826.10	10.310	1.080	2.443	2.02e-77
ARHGAP18	ENSG00000146376.10	14.760	4.145	1.615	2.15e-61
ARHGAP23	ENSG00000275832.4	6.210	18.715	-1.451	2.71e-10
ARHGAP24	ENSG00000138639.17	1.895	5.790	-1.230	4.82e-23
ARHGAP27	ENSG00000159314.11	33.425	14.403	1.160	5.07e-4
ARHGAP29	ENSG00000137962.12	2.250	5.660	-1.035	7.32e-16
ARHGAP33	ENSG00000004777.18	3.014	13.950	-1.897	9.81e-50
ARHGAP4	ENSG00000089820.15	10.275	23.835	-1.139	7.87e-16
ARHGAP6	ENSG00000047648.21	1.285	10.300	-2.306	2.73e-30
