GeneSymbol	GeneID	MedianTumor	MedianNormal	Log2Foldchange	adjp
AKR1C2	ENSG00000151632.16	299.123	125.148	1.250	1.10e-5
AKR1C3	ENSG00000196139.11	351.236	89.588	1.959	1.01e-55
AKR1C8P	ENSG00000264006.6	0.260	1.740	-1.121	3.41e-31
AKR1D1	ENSG00000122787.14	10.960	40.685	-1.801	7.40e-11
AKR7L	ENSG00000211454.13	4.430	14.072	-1.473	6.74e-44
AL158801.1	ENSG00000279392.1	2.190	0.275	1.323	6.71e-49
AL161668.5	ENSG00000258604.1	1.630	5.785	-1.367	2.81e-23
AL162151.3	ENSG00000234648.1	202.151	43.611	2.187	5.68e-5
ALDH1A1	ENSG00000165092.12	458.284	217.994	1.068	6.85e-16
ALDH3A1	ENSG00000108602.17	2.170	0.460	1.119	5.70e-16
ALDH8A1	ENSG00000118514.13	27.029	64.679	-1.229	1.24e-23
ALDOA	ENSG00000149925.16	289.595	130.929	1.139	1.55e-26
ALG1	ENSG00000033011.11	19.830	8.770	1.092	1.88e-73
ALG1L	ENSG00000189366.9	7.270	0.325	2.642	6.34e-54
ALG3	ENSG00000214160.9	57.289	26.005	1.110	1.35e-58
ALG8	ENSG00000159063.12	45.711	19.841	1.164	6.74e-84
ALKBH2	ENSG00000189046.10	25.259	11.915	1.024	8.90e-45
ALMS1	ENSG00000116127.17	5.000	1.790	1.105	4.65e-69
ALOX12P2	ENSG00000262943.7	1.390	6.128	-1.577	1.58e-40
ALPL	ENSG00000162551.13	10.670	40.580	-1.833	5.56e-33
ALYREF	ENSG00000183684.7	37.749	13.900	1.379	3.46e-62
AMDHD1	ENSG00000139344.7	23.480	51.479	-1.100	1.80e-18
AMN	ENSG00000166126.10	9.840	21.844	-1.075	2.12e-8
ANAPC11	ENSG00000141552.17	192.350	76.061	1.327	2.94e-80
ANGPTL6	ENSG00000130812.10	1.670	11.600	-2.238	3.10e-116
ANK3	ENSG00000151150.20	1.010	3.435	-1.142	3.23e-18
ANKRD29	ENSG00000154065.16	3.480	0.610	1.476	7.76e-38
ANKRD39	ENSG00000213337.8	14.360	6.270	1.079	4.09e-78
ANLN	ENSG00000011426.10	2.260	0.175	1.472	7.60e-48
ANO10	ENSG00000160746.12	10.950	4.330	1.165	1.84e-54
ANXA10	ENSG00000109511.10	10.590	34.340	-1.608	1.48e-21
ANXA11	ENSG00000122359.17	86.990	38.454	1.157	1.83e-49
ANXA13	ENSG00000104537.16	7.520	2.450	1.304	6.99e-12
ANXA2	ENSG00000182718.16	254.866	63.065	1.998	1.51e-55
ANXA2P2	ENSG00000231991.4	4.420	0.755	1.627	3.56e-50
AP000349.2	ENSG00000280178.1	1.280	0.030	1.146	2.60e-33
AP000355.2	ENSG00000228923.1	0.630	2.280	-1.009	5.61e-23
AP003391.1	ENSG00000281272.1	2.060	0.000	1.614	5.48e-7
AP006285.6	ENSG00000227306.1	0.470	2.525	-1.262	1.24e-19
AP006285.7	ENSG00000231487.1	0.060	1.265	-1.095	1.43e-63
AP1M2	ENSG00000129354.11	2.830	0.560	1.296	1.55e-18
AP1S1	ENSG00000106367.13	45.540	17.135	1.360	1.08e-80
AP3B1	ENSG00000132842.13	16.490	6.325	1.256	1.40e-87
APIP	ENSG00000149089.12	18.439	8.705	1.002	3.76e-47
APLN	ENSG00000171388.11	1.590	0.100	1.235	4.03e-37
APOA1BP	ENSG00000163382.11	120.684	38.634	1.618	9.12e-108
APOA2	ENSG00000158874.11	31278.852	10880.067	1.523	1.58e-5
APOA4	ENSG00000110244.6	3.030	26.190	-2.754	3.30e-9
APOA5	ENSG00000110243.11	97.267	211.834	-1.115	8.01e-15
APOBEC3B	ENSG00000179750.15	2.340	0.220	1.453	4.84e-35
APOC2	ENSG00000234906.8	2260.615	475.779	2.246	4.95e-19
APOE	ENSG00000130203.9	5880.405	2771.689	1.085	2.71e-20
APOF	ENSG00000175336.9	17.701	113.668	-2.616	5.05e-41
APOLD1	ENSG00000178878.12	4.300	1.215	1.259	1.39e-34
AQP3	ENSG00000165272.14	24.599	60.915	-1.274	4.82e-27
ARF1	ENSG00000143761.13	269.025	132.775	1.013	6.68e-49
ARF3	ENSG00000134287.9	30.759	14.790	1.008	1.32e-42
ARGLU1	ENSG00000134884.13	17.771	38.953	-1.090	1.80e-11
ARHGAP10	ENSG00000071205.11	1.860	5.190	-1.114	8.55e-27
ARHGEF39	ENSG00000137135.17	1.810	0.400	1.005	5.91e-37
ARL2	ENSG00000213465.7	24.729	8.940	1.372	2.15e-47
ARPC1A	ENSG00000241685.8	87.772	39.045	1.148	3.40e-73
ARPC1B	ENSG00000130429.12	99.181	38.330	1.349	3.04e-35
ARPC3	ENSG00000111229.15	174.634	81.089	1.097	4.33e-68
ARPC5	ENSG00000162704.15	86.762	29.820	1.510	9.63e-73
ARRDC2	ENSG00000105643.9	15.500	7.085	1.029	1.53e-16
ARSE	ENSG00000157399.14	49.900	23.000	1.085	8.96e-10
ARSEP1	ENSG00000224060.3	2.500	0.090	1.683	1.88e-15
ARV1	ENSG00000173409.13	17.670	8.020	1.049	1.67e-56
ASF1B	ENSG00000105011.8	3.270	0.280	1.738	2.51e-52
ASMTL-AS1	ENSG00000236017.7	3.230	11.100	-1.516	3.14e-14
ASNA1	ENSG00000198356.11	43.761	17.964	1.239	6.40e-68
ASPDH	ENSG00000204653.9	33.751	71.634	-1.064	2.08e-11
ASPG	ENSG00000166183.15	7.770	75.475	-3.124	3.70e-53
ASPH	ENSG00000198363.15	41.040	16.180	1.291	1.17e-30
ASPM	ENSG00000066279.16	2.960	0.125	1.816	8.69e-62
ATAD2	ENSG00000156802.12	6.910	1.855	1.470	1.02e-45
ATF3	ENSG00000162772.16	14.940	36.796	-1.246	3.06e-15
ATF5	ENSG00000169136.8	145.946	767.753	-2.387	5.77e-35
ATHL1	ENSG00000142102.15	9.890	26.485	-1.336	1.89e-7
ATIC	ENSG00000138363.14	66.201	32.119	1.021	6.32e-41
ATOH8	ENSG00000168874.12	4.420	18.950	-1.880	1.01e-34
ATOX1	ENSG00000177556.11	347.290	114.178	1.596	3.97e-78
ATP1A1	ENSG00000163399.15	136.342	51.872	1.377	9.21e-39
ATP1B1	ENSG00000143153.12	97.951	37.295	1.370	1.05e-40
ATP1B3	ENSG00000069849.10	21.140	8.200	1.267	1.25e-20
ATP5E	ENSG00000124172.9	77.471	33.549	1.184	5.62e-73
ATP5G1	ENSG00000159199.13	239.967	89.216	1.417	5.98e-84
ATP5G2	ENSG00000135390.17	428.751	189.499	1.174	1.55e-91
ATP5H	ENSG00000167863.11	378.119	168.709	1.160	1.20e-88
ATP5J2	ENSG00000241468.7	584.111	238.425	1.289	4.01e-93
ATP5J2-PTCD1	ENSG00000248919.7	3.960	1.075	1.257	8.57e-47
ATP5L	ENSG00000167283.7	304.183	126.381	1.261	2.46e-78
ATP6AP1	ENSG00000071553.16	65.639	24.015	1.414	1.45e-89
ATP6V0B	ENSG00000117410.13	142.339	68.669	1.041	4.21e-44
ATP6V0E1	ENSG00000113732.8	207.691	99.105	1.060	2.08e-67
ATP6V1C1	ENSG00000155097.11	16.800	6.985	1.157	4.28e-40
ATP6V1D	ENSG00000100554.11	38.409	18.475	1.017	1.91e-54
ATP6V1E1	ENSG00000131100.12	67.568	28.939	1.196	5.51e-67
ATP6V1F	ENSG00000128524.4	102.047	36.464	1.460	6.33e-83
ATP6V1H	ENSG00000047249.16	23.620	11.170	1.016	1.64e-54
ATRAID	ENSG00000138085.16	74.109	34.835	1.068	2.76e-73
ATRN	ENSG00000088812.17	27.481	10.280	1.336	1.58e-36
AURKA	ENSG00000087586.17	7.350	0.990	2.069	7.82e-61
AURKB	ENSG00000178999.12	5.250	0.530	2.030	1.84e-54
AUTS2	ENSG00000158321.15	3.860	9.375	-1.094	1.65e-22
AVPR1A	ENSG00000166148.3	0.470	5.405	-2.123	1.66e-25
AZGP1	ENSG00000160862.12	569.518	1221.805	-1.100	1.14e-17
AZGP1P1	ENSG00000214313.8	6.430	19.275	-1.448	6.36e-37
B3GAT1	ENSG00000109956.12	0.110	1.630	-1.245	3.11e-12
B3GNT3	ENSG00000179913.10	2.330	0.495	1.155	1.07e-13
B3GNT5	ENSG00000176597.11	2.300	0.450	1.186	2.51e-22
B9D1	ENSG00000108641.14	10.260	3.880	1.206	1.56e-44
BAG6	ENSG00000204463.12	179.805	88.398	1.016	1.56e-63
BAMBI	ENSG00000095739.10	13.810	6.220	1.036	1.02e-10
BANF1	ENSG00000175334.7	152.165	69.610	1.117	1.23e-82
BAX	ENSG00000087088.19	78.710	24.245	1.659	2.27e-75
BBOX1	ENSG00000129151.8	2.690	11.375	-1.746	1.61e-10
BCAM	ENSG00000187244.10	57.460	21.915	1.351	4.28e-31
BCAP31	ENSG00000185825.15	202.657	70.416	1.512	1.24e-92
BCAS4	ENSG00000124243.17	1.850	0.410	1.015	2.98e-40
BCHE	ENSG00000114200.9	17.321	38.950	-1.125	1.93e-11
BCL2L12	ENSG00000126453.9	19.401	8.030	1.176	1.07e-58
BCL3	ENSG00000069399.12	31.120	75.011	-1.243	1.12e-24
BCL6	ENSG00000113916.17	10.780	24.681	-1.124	8.47e-20
BCO2	ENSG00000197580.11	2.420	31.444	-3.246	3.72e-90
BEX2	ENSG00000133134.11	2.480	0.685	1.046	2.69e-12
BGN	ENSG00000182492.15	56.790	133.176	-1.215	5.49e-17
BHMT	ENSG00000145692.14	58.582	197.176	-1.734	9.48e-12
BIRC5	ENSG00000089685.14	6.810	0.505	2.376	4.03e-61
BLOC1S1	ENSG00000135441.7	213.441	94.870	1.161	3.01e-91
BLVRA	ENSG00000106605.10	19.460	3.145	2.303	4.89e-61
BMPER	ENSG00000164619.8	0.060	1.515	-1.246	5.62e-104
BMS1P8	ENSG00000260518.1	1.920	0.110	1.395	5.66e-33
BOLA1	ENSG00000178096.8	26.790	11.355	1.169	2.85e-68
BOLA2	ENSG00000183336.7	10.800	2.740	1.658	1.07e-68
BOLA2B	ENSG00000169627.7	84.670	20.260	2.011	7.31e-92
BOLA3	ENSG00000163170.11	36.339	13.220	1.393	7.42e-78
BOP1	ENSG00000261236.5	28.041	9.040	1.532	1.32e-56
BPGM	ENSG00000172331.11	8.150	3.535	1.013	1.99e-53
BPNT1	ENSG00000162813.17	13.670	6.010	1.065	7.03e-46
BRIX1	ENSG00000113460.12	13.000	5.580	1.089	8.42e-48
BRMS1	ENSG00000174744.13	30.751	11.850	1.305	1.80e-82
BROX	ENSG00000162819.11	10.950	4.735	1.059	4.93e-56
BSG	ENSG00000172270.18	301.329	101.335	1.563	2.43e-75
BTF3	ENSG00000145741.15	338.660	168.376	1.004	1.02e-59
BTG3	ENSG00000154640.14	8.550	3.095	1.222	9.17e-34
BUB1	ENSG00000169679.14	1.720	0.110	1.293	1.65e-47
BUB1B	ENSG00000156970.12	1.600	0.160	1.164	1.52e-39
BUD31	ENSG00000106245.9	64.382	29.160	1.116	2.43e-64
BX842568.1	ENSG00000235510.1	0.400	2.485	-1.316	1.34e-39
BYSL	ENSG00000112578.9	12.530	4.635	1.264	3.98e-53
BZW2	ENSG00000136261.14	15.300	6.630	1.095	1.43e-43
C10orf35	ENSG00000171224.8	3.840	1.375	1.027	5.79e-19
C11orf96	ENSG00000187479.5	6.790	26.472	-1.818	4.00e-35
C11orf98	ENSG00000278615.4	63.592	30.650	1.029	3.50e-58
C12orf45	ENSG00000151131.9	19.500	8.885	1.052	3.65e-70
C12orf73	ENSG00000204954.9	7.320	2.955	1.073	1.95e-67
C12orf75	ENSG00000235162.8	6.370	1.335	1.658	1.63e-24
C14orf105	ENSG00000100557.9	5.670	19.307	-1.606	1.26e-30
C14orf166	ENSG00000087302.8	107.940	52.815	1.017	3.49e-79
C14orf180	ENSG00000184601.10	0.010	1.210	-1.130	9.80e-59
C15orf39	ENSG00000167173.18	4.460	1.500	1.127	7.99e-38
C15orf40	ENSG00000169609.13	15.500	7.065	1.033	2.60e-65
C15orf48	ENSG00000166920.10	3.020	0.550	1.375	6.27e-15
C16orf59	ENSG00000162062.14	2.190	0.370	1.219	1.83e-42
C17orf49	ENSG00000258315.5	55.241	23.970	1.171	2.43e-50
C17orf58	ENSG00000186665.8	10.870	4.220	1.185	2.21e-73
C17orf89	ENSG00000224877.3	74.470	35.490	1.048	3.78e-52
C19orf48	ENSG00000167747.13	26.670	11.515	1.145	1.43e-37
C19orf53	ENSG00000104979.8	130.861	56.883	1.188	5.86e-77
C19orf66	ENSG00000130813.17	42.679	100.513	-1.217	2.43e-44
C1orf106	ENSG00000163362.10	1.810	0.260	1.157	6.98e-23
C1orf168	ENSG00000187889.12	3.310	11.729	-1.562	3.02e-43
C1orf198	ENSG00000119280.16	12.460	4.765	1.223	3.20e-32
C1orf228	ENSG00000198520.10	1.790	6.188	-1.365	9.28e-42
C1orf35	ENSG00000143793.12	12.700	5.775	1.016	9.33e-48
C1orf43	ENSG00000143612.18	182.214	81.021	1.159	3.42e-82
C1orf54	ENSG00000118292.8	7.230	2.655	1.171	6.43e-33
C1QA	ENSG00000173372.16	81.492	39.245	1.035	3.53e-17
C1QTNF1	ENSG00000173918.14	4.540	17.865	-1.768	2.97e-28
C1QTNF5	ENSG00000223953.4	11.430	5.080	1.032	2.60e-26
C1R	ENSG00000159403.15	414.692	877.009	-1.079	2.62e-24
C1RL-AS1	ENSG00000205885.7	1.810	5.113	-1.121	3.80e-19
C20orf27	ENSG00000101220.17	22.110	9.443	1.146	5.92e-57
C2orf54	ENSG00000172478.17	6.440	2.305	1.171	5.16e-9
C3P1	ENSG00000167798.16	11.360	51.089	-2.075	8.75e-52
C4A-AS1	ENSG00000233627.2	2.720	10.738	-1.658	1.20e-37
C4B-AS1	ENSG00000229776.1	2.720	10.738	-1.658	1.20e-37
C6	ENSG00000039537.13	47.422	120.137	-1.323	3.56e-20
C6orf1	ENSG00000186577.11	20.870	9.290	1.088	4.09e-48
C6orf47	ENSG00000204439.3	10.630	4.240	1.150	2.15e-44
C6orf48	ENSG00000204387.12	78.378	31.529	1.287	3.69e-47
C6orf89	ENSG00000198663.16	20.281	9.085	1.077	3.12e-50
C7	ENSG00000112936.18	5.880	49.485	-2.875	1.70e-35
C7orf50	ENSG00000146540.14	47.619	20.535	1.175	7.81e-59
C8A	ENSG00000157131.10	73.338	173.446	-1.231	5.79e-22
C8orf33	ENSG00000182307.12	18.379	7.305	1.223	1.70e-57
C8orf4	ENSG00000176907.4	12.810	58.630	-2.110	6.76e-46
C8orf46	ENSG00000169085.11	1.620	5.510	-1.313	3.08e-24
C8orf59	ENSG00000176731.11	87.069	34.170	1.324	2.20e-73
C8orf76	ENSG00000189376.11	19.810	8.225	1.174	7.31e-64
C9	ENSG00000113600.10	23.051	263.854	-3.461	2.29e-39
C9orf16	ENSG00000171159.4	50.801	23.865	1.059	4.91e-45
CACNA1H	ENSG00000196557.10	1.510	5.300	-1.328	2.19e-6
CACNB2	ENSG00000165995.18	0.740	2.575	-1.039	3.70e-27
CACYBP	ENSG00000116161.17	43.419	15.510	1.428	2.85e-47
CADM1	ENSG00000182985.16	40.070	14.410	1.414	1.57e-29
CALM3	ENSG00000160014.16	104.213	50.399	1.033	1.09e-45
CALR	ENSG00000179218.13	813.782	337.302	1.268	2.97e-61
CAMK2B	ENSG00000058404.19	0.240	2.310	-1.416	2.83e-37
CANT1	ENSG00000171302.16	14.810	6.460	1.084	4.71e-47
CANX	ENSG00000127022.14	179.830	85.843	1.058	6.82e-39
CAP2	ENSG00000112186.11	8.860	1.345	2.072	2.31e-66
CAPG	ENSG00000042493.15	26.600	3.725	2.546	3.78e-46
CAPN2	ENSG00000162909.17	26.330	11.385	1.142	1.96e-33
CAPN3	ENSG00000092529.22	3.250	13.150	-1.735	4.36e-41
CAPNS1	ENSG00000126247.10	328.510	144.006	1.184	3.52e-76
CAPRIN1	ENSG00000135387.19	35.170	17.019	1.005	8.42e-44
CASC5	ENSG00000137812.19	3.480	1.025	1.146	2.11e-31
CASK	ENSG00000147044.20	8.900	3.435	1.159	2.68e-35
CAV1	ENSG00000105974.11	11.490	4.810	1.104	7.92e-31
CBFA2T3	ENSG00000129993.14	0.570	2.535	-1.171	6.65e-48
CBR1	ENSG00000159228.12	181.056	75.123	1.258	1.34e-31
CBS	ENSG00000274276.4	4.020	13.905	-1.570	2.09e-6
CBX1	ENSG00000108468.14	14.330	5.675	1.200	1.79e-43
CBX8	ENSG00000141570.10	4.540	1.570	1.108	3.04e-47
CCBE1	ENSG00000183287.13	0.060	1.185	-1.044	4.85e-72
CCDC107	ENSG00000159884.11	40.179	15.745	1.298	6.60e-69
CCDC167	ENSG00000198937.8	49.179	20.844	1.200	3.35e-58
CCDC28B	ENSG00000160050.14	3.800	1.310	1.055	1.51e-28
CCDC34	ENSG00000109881.16	5.740	1.220	1.602	2.55e-63
CCDC64	ENSG00000135127.11	4.250	1.510	1.065	4.55e-14
CCDC80	ENSG00000091986.15	4.300	1.310	1.198	7.04e-13
CCDC84	ENSG00000186166.8	6.330	15.905	-1.206	1.54e-11
CCDC86	ENSG00000110104.11	12.320	4.795	1.201	8.13e-45
CCHCR1	ENSG00000204536.13	11.720	4.520	1.204	2.36e-46
CCL14	ENSG00000276409.4	7.250	46.812	-2.535	1.53e-35
CCL15	ENSG00000275718.1	29.421	9.305	1.562	1.65e-31
CCL18	ENSG00000275385.1	2.040	0.510	1.010	7.06e-16
CCL19	ENSG00000172724.11	2.700	8.890	-1.418	1.12e-7
CCL20	ENSG00000115009.11	22.420	1.500	3.228	4.75e-23
CCL21	ENSG00000137077.7	7.730	17.895	-1.114	1.24e-6
CCL23	ENSG00000274736.4	0.220	2.155	-1.371	7.35e-76
CCNA2	ENSG00000145386.9	2.960	0.455	1.445	1.73e-40
CCNB1	ENSG00000134057.14	14.800	0.900	3.056	6.68e-83
CCNB2	ENSG00000157456.7	4.810	0.270	2.194	3.72e-65
CCNE1	ENSG00000105173.13	1.550	0.220	1.064	1.59e-29
CCNL1	ENSG00000163660.11	21.840	60.633	-1.432	8.07e-33
CCNL2	ENSG00000221978.11	33.029	101.006	-1.584	3.99e-19
CCT3	ENSG00000163468.14	185.734	51.090	1.842	8.68e-107
CCT4	ENSG00000115484.14	57.519	25.355	1.151	1.65e-64
CCT5	ENSG00000150753.11	82.509	34.429	1.237	3.87e-51
CCT6A	ENSG00000146731.10	83.169	34.536	1.244	4.26e-52
CCT7	ENSG00000135624.15	105.829	49.213	1.089	4.47e-75
CD151	ENSG00000177697.17	152.704	70.965	1.095	7.04e-34
CD163L1	ENSG00000177675.8	2.630	0.490	1.285	1.81e-37
CD1D	ENSG00000158473.6	1.310	5.540	-1.501	3.08e-41
CD24	ENSG00000272398.5	50.850	6.745	2.743	2.71e-16
CD248	ENSG00000174807.3	3.790	1.195	1.126	7.71e-32
CD2BP2	ENSG00000169217.8	24.970	9.890	1.254	5.53e-69
CD320	ENSG00000167775.10	20.330	9.475	1.026	2.22e-45
CD34	ENSG00000174059.16	14.170	1.625	2.531	4.55e-119
CD36	ENSG00000135218.17	16.320	7.178	1.083	6.24e-16
CD3D	ENSG00000167286.9	4.120	1.295	1.158	1.00e-22
CD5L	ENSG00000073754.5	1.350	3.725	-1.008	9.99e-9
CD63	ENSG00000135404.11	685.588	273.832	1.321	1.04e-69
CD74	ENSG00000019582.14	753.727	185.354	2.018	1.26e-38
CDA	ENSG00000158825.5	15.420	32.819	-1.042	1.77e-20
CDC123	ENSG00000151465.13	33.160	16.075	1.000	2.68e-55
CDC20	ENSG00000117399.13	9.320	0.310	2.978	5.17e-71
CDC25C	ENSG00000158402.18	1.840	0.055	1.429	7.79e-58
CDC45	ENSG00000093009.9	3.070	0.320	1.624	1.72e-46
CDC6	ENSG00000094804.9	2.440	0.365	1.334	6.85e-31
CDCA3	ENSG00000111665.11	5.670	0.685	1.985	7.21e-54
CDCA5	ENSG00000146670.9	3.890	0.275	1.939	5.25e-62
CDCA8	ENSG00000134690.10	2.690	0.290	1.516	4.92e-49
CDH13	ENSG00000140945.15	3.250	0.320	1.687	8.79e-84
CDHR2	ENSG00000074276.10	1.820	16.165	-2.606	2.83e-32
CDK1	ENSG00000170312.15	6.320	0.330	2.460	1.75e-69
CDK11A	ENSG00000008128.22	11.850	26.269	-1.086	6.90e-17
CDK4	ENSG00000135446.16	47.330	19.380	1.246	3.48e-52
CDK5	ENSG00000164885.12	12.800	4.670	1.283	5.50e-79
CDKN2A	ENSG00000147889.16	10.790	0.315	3.164	4.86e-77
CDKN2AIPNL	ENSG00000237190.3	16.910	6.300	1.295	1.12e-87
CDKN2B	ENSG00000147883.10	2.030	0.370	1.145	2.58e-40
CDKN2C	ENSG00000123080.10	7.910	1.415	1.883	3.65e-64
CDKN3	ENSG00000100526.19	10.960	0.450	3.044	7.09e-82
CDT1	ENSG00000167513.8	3.680	0.265	1.887	1.67e-56
CENPA	ENSG00000115163.14	2.090	0.120	1.464	6.10e-50
CENPF	ENSG00000117724.12	6.140	0.295	2.463	2.11e-63
