id	filename	md5	size	state
39c1ce57-b01b-41bb-9dbf-c581aaedc78b	39c1ce57-b01b-41bb-9dbf-c581aaedc78b/499e875c-d9a0-4ce9-be35-2b328088d3de.rna_seq.augmented_star_gene_counts.tsv	5340010e0167f1647ef31602aaffac36	4226785	validated
41da6e9f-8bef-4230-ae9d-c40b7b99efc4	41da6e9f-8bef-4230-ae9d-c40b7b99efc4/35399b63-fa0b-43b7-a7af-f1aca1890909.rna_seq.augmented_star_gene_counts.tsv	14191ceff9b19a85dc7504afcc2f03ff	4247515	validated
51917ce0-b833-4bc8-8cad-2cf4cfebaf08	51917ce0-b833-4bc8-8cad-2cf4cfebaf08/51258abc-7e84-488f-bf90-0db3a84215f1.rna_seq.augmented_star_gene_counts.tsv	486223cef49ed083a224dbb7d6ef6b9e	4231773	validated
5229dbbf-4505-4239-8285-8c6ab0c68e3e	5229dbbf-4505-4239-8285-8c6ab0c68e3e/0761bdc2-e1d4-4744-b1d7-c556902457bb.rna_seq.augmented_star_gene_counts.tsv	a898ad1032c960195c2c53c10653a069	4242875	validated
5bf0e22b-aee2-43ef-8dad-08480a53acb4	5bf0e22b-aee2-43ef-8dad-08480a53acb4/367a6ca6-7c37-4032-b04c-e68f5b3a9ba4.rna_seq.augmented_star_gene_counts.tsv	62db7b97acf8365bde661dbc5bcb834d	4231948	validated
5c869053-ffba-482b-a34e-123157b7bbe6	5c869053-ffba-482b-a34e-123157b7bbe6/77da9e82-dfdb-4ed2-99d2-cf93ada9148d.rna_seq.augmented_star_gene_counts.tsv	4661193e0ec956a6bc2e0126c7ce3e75	4250551	validated
5e51ecaf-2b27-4393-a80b-2b91e1cfac3b	5e51ecaf-2b27-4393-a80b-2b91e1cfac3b/7cabd70c-6a62-4dd6-a4ee-b5d46bbc8caf.rna_seq.augmented_star_gene_counts.tsv	63fe8cfca2b629bdfcaeaef900060050	4226985	validated
5f9c7a7f-9df6-49a6-8b78-d11256c2d1ae	5f9c7a7f-9df6-49a6-8b78-d11256c2d1ae/ec5f4c5b-f53f-4169-8764-c8a7f55a7001.rna_seq.augmented_star_gene_counts.tsv	b605bfd8ce52ae82cdaf74a66b52d6b2	4238106	validated
6198f623-9da8-40c5-bad3-be774d67f757	6198f623-9da8-40c5-bad3-be774d67f757/02800cc2-cd08-4caf-aa01-ce0bf88ec05c.rna_seq.augmented_star_gene_counts.tsv	45f7cad66e4984fbe0f37feb1ebc7ea9	4220030	validated
656d9a0e-8b02-41ef-abdb-ed3e59872154	656d9a0e-8b02-41ef-abdb-ed3e59872154/99a17ccf-208a-4233-8738-5fecf2914855.rna_seq.augmented_star_gene_counts.tsv	1b74749bc67f46e7205f1d3f052c3176	4253434	validated
68caa1a5-bea8-4191-b96b-92d6adab99eb	68caa1a5-bea8-4191-b96b-92d6adab99eb/67415aab-0b1b-4b52-bdc7-c1240de53a40.rna_seq.augmented_star_gene_counts.tsv	a6a1fd2334af74912b8fcfefe836d050	4254075	validated
6b45fbc6-3691-469a-b245-538e964bece3	6b45fbc6-3691-469a-b245-538e964bece3/30cf3bda-a1b6-45c3-988e-eb936428ec37.rna_seq.augmented_star_gene_counts.tsv	3b1f161f0ddc240642f8719675ecde6c	4230986	validated
6bc7d986-8c38-4001-a38f-4be2410ce57c	6bc7d986-8c38-4001-a38f-4be2410ce57c/82e78cdd-b179-4e24-b6fc-4ee42dcdb87f.rna_seq.augmented_star_gene_counts.tsv	acbe7832836c8bad9a58085506efded3	4223800	validated
7fdc3295-81f3-4cfe-9a71-ec28cf13ee8f	7fdc3295-81f3-4cfe-9a71-ec28cf13ee8f/34d1151a-2725-4259-a1d1-2b0027c65b45.rna_seq.augmented_star_gene_counts.tsv	5150eedb976f969682db82ad91c62390	4236364	validated
84b67b25-78f6-44cf-8663-2513f9d48d3b	84b67b25-78f6-44cf-8663-2513f9d48d3b/93e13fe5-53bd-4ce4-9678-807d1d55abf4.rna_seq.augmented_star_gene_counts.tsv	ea63621e131ff4bf927d50457dfbedc5	4231976	validated
8a881e95-d561-4e51-a444-af40cc85a7e7	8a881e95-d561-4e51-a444-af40cc85a7e7/b5cfa57a-ffd8-4c5c-93ca-bafeb6cdfb1d.rna_seq.augmented_star_gene_counts.tsv	99fa6aaa3918586413bbde4c43988ed4	4231944	validated
8b82a7e4-24e9-46c2-aab3-a623142b5dc9	8b82a7e4-24e9-46c2-aab3-a623142b5dc9/d3c4b94e-6e9d-4705-9e08-bf81a32764d2.rna_seq.augmented_star_gene_counts.tsv	fc0897fabbc38ad3d81e9726074e2f72	4237904	validated
8e637ed9-4774-4fa1-a8c2-c6f0a53ec365	8e637ed9-4774-4fa1-a8c2-c6f0a53ec365/76f77515-6db8-456d-b189-eb1cf918662e.rna_seq.augmented_star_gene_counts.tsv	d3a87dc61ae7d2975b29ed73b5489582	4245213	validated
8e66275b-3b15-4701-8cc7-a137806b87ae	8e66275b-3b15-4701-8cc7-a137806b87ae/3b54fd87-6631-4ae9-b303-bc14ffa51685.rna_seq.augmented_star_gene_counts.tsv	3f1dfc810d1a4f0e6ee237d320b2969b	4241350	validated
8e6eae22-b511-4d17-ba2b-255d9bd1b07d	8e6eae22-b511-4d17-ba2b-255d9bd1b07d/fe8e5bdf-4959-4b45-ae36-80293aff06a8.rna_seq.augmented_star_gene_counts.tsv	7462123603b1613f6cd39d27747cf6f5	4243906	validated
94f0d79c-bcf2-4b29-8bdb-5ce388f9eb39	94f0d79c-bcf2-4b29-8bdb-5ce388f9eb39/05fe0842-a882-44b7-85ef-e3f8b6ec75b7.rna_seq.augmented_star_gene_counts.tsv	ee4e4680fe7a060253cbeca817914dac	4246080	validated
9b0915f6-ae06-42e6-ae4b-1d5265eb7c99	9b0915f6-ae06-42e6-ae4b-1d5265eb7c99/10a345de-527e-41e6-becf-4999ca1cd700.rna_seq.augmented_star_gene_counts.tsv	7c600449b2a53a98cc05eb141da4eb86	4241089	validated
9b20a127-f218-4152-8ba9-bec6fd3f40d6	9b20a127-f218-4152-8ba9-bec6fd3f40d6/4e210408-b5e7-4f57-a790-13cb4ef12a56.rna_seq.augmented_star_gene_counts.tsv	a1764fc44799ace3de4da5f3829e90a2	4241918	validated
9de7e6cd-f51b-421b-a794-a409aa131cdd	9de7e6cd-f51b-421b-a794-a409aa131cdd/c9c2e495-befd-4bdf-a93c-71d130dcb566.rna_seq.augmented_star_gene_counts.tsv	c3acc4b3b9547d59f78dc1e6d00c265b	4246063	validated
a33b2f57-3fe2-4c9b-9635-0aef8665d044	a33b2f57-3fe2-4c9b-9635-0aef8665d044/5d045be9-5fbf-4c81-8140-b45f59b9443b.rna_seq.augmented_star_gene_counts.tsv	6b6ae40a05fde8ee9d16177c8bbfa157	4224970	validated
a3f39b2d-3f1e-48cf-91ed-78848217e7f2	a3f39b2d-3f1e-48cf-91ed-78848217e7f2/3d788114-35e1-4ba5-a16c-39a3056b78fa.rna_seq.augmented_star_gene_counts.tsv	0036e8075b1aea0fcb7c2607c59abb3c	4240237	validated
a5720f3d-141b-4884-9821-07c421f53142	a5720f3d-141b-4884-9821-07c421f53142/c5fca91d-25ec-443e-bb4a-3b3064d7c180.rna_seq.augmented_star_gene_counts.tsv	6c848596fc5e06e17df9dcd4283b11e7	4242796	validated
aba717ec-45c5-4d6a-a318-ad9465f3dded	aba717ec-45c5-4d6a-a318-ad9465f3dded/11ed685b-1793-4d32-9a54-fef94f530ab5.rna_seq.augmented_star_gene_counts.tsv	c9cadc9dab71353ed4539495a7be2bfe	4241833	validated
b18cf1f7-9708-4074-b3c4-37fecc73ea0d	b18cf1f7-9708-4074-b3c4-37fecc73ea0d/03398018-84f0-4d18-80b2-bcec909f08a9.rna_seq.augmented_star_gene_counts.tsv	1026dd1d327c16b4ff446c00d39ce1df	4228505	validated
b4af458a-892e-4b38-9bdc-f07ea7315b0d	b4af458a-892e-4b38-9bdc-f07ea7315b0d/61be2d5c-b2e8-4a5e-b5bc-a0c5d6960b0d.rna_seq.augmented_star_gene_counts.tsv	1da8851bfe12d2c557a4c9d2d7c1da36	4219167	validated
b7112904-19f5-4ad0-b3d9-2224ded17276	b7112904-19f5-4ad0-b3d9-2224ded17276/2fa8c89c-893e-465a-aeb5-e3fb81a200c7.rna_seq.augmented_star_gene_counts.tsv	4ba2a69f936d767a3842525045ffbd3a	4245496	validated
c43bbab5-0856-4535-890f-3e3c4288ea8e	c43bbab5-0856-4535-890f-3e3c4288ea8e/d1e3e5f7-c2da-4a09-bca8-d57de1765f88.rna_seq.augmented_star_gene_counts.tsv	5c5df04505c527d9b0b23df87792f406	4238366	validated
c5451c8b-d34a-4760-9d2d-2448b6ed832d	c5451c8b-d34a-4760-9d2d-2448b6ed832d/51a16fc2-4bb9-4c24-9f99-845d31b9ded2.rna_seq.augmented_star_gene_counts.tsv	4cba7952584ff95f847ddc71983e1833	4232962	validated
cc9535e1-1e39-4c59-828e-e25e93ec84d0	cc9535e1-1e39-4c59-828e-e25e93ec84d0/f61e56b8-b2e5-4750-8fc7-ba9f0099e377.rna_seq.augmented_star_gene_counts.tsv	ea91eb6d40128861bf55e0939a2f31ff	4226498	validated
d1bcb0c7-f603-4597-ae5a-83bf294d715d	d1bcb0c7-f603-4597-ae5a-83bf294d715d/10b332c1-5e60-4a3a-8f82-402892ea832d.rna_seq.augmented_star_gene_counts.tsv	bf0228aac38b24a064bf11e02473f178	4240081	validated
d3819816-a957-49a8-923c-a52825a5ad61	d3819816-a957-49a8-923c-a52825a5ad61/b6dc4a19-b907-47d9-969e-6b87c0cf80c9.rna_seq.augmented_star_gene_counts.tsv	481583f0df5cf8c71ce3b78fa3d563e1	4235513	validated
d777c666-80ed-4878-9a9f-0f78a1d1caaf	d777c666-80ed-4878-9a9f-0f78a1d1caaf/7a3c3464-c1ab-4ff7-b826-c6f38d15b684.rna_seq.augmented_star_gene_counts.tsv	bf0ad474801039c2c3af219df34f7036	4234395	validated
d7ac10be-13c0-4f14-adc2-f754a924195b	d7ac10be-13c0-4f14-adc2-f754a924195b/71468bc8-084e-4567-817d-3bbcebe7440e.rna_seq.augmented_star_gene_counts.tsv	2a92b4e47ce6a8c6b3a54721cb38fa29	4250312	validated
e21f5792-d09f-4ccd-979b-3813b0845b69	e21f5792-d09f-4ccd-979b-3813b0845b69/2fbf53f9-fb24-4afd-b643-a2b132994f87.rna_seq.augmented_star_gene_counts.tsv	f788fd7a4b7f76c080831494fd050235	4247633	validated
e9d0c27d-5e43-483f-99af-379021c280d6	e9d0c27d-5e43-483f-99af-379021c280d6/f988be8d-8a9f-44ae-9889-e2d8b7856f2d.rna_seq.augmented_star_gene_counts.tsv	2aefec48c4f9c75e38d5e710430a0324	4252951	validated
eaf70daf-e5c5-452a-bba3-51ce64952b76	eaf70daf-e5c5-452a-bba3-51ce64952b76/a548128e-da30-4f42-98be-7be46f8e25dc.rna_seq.augmented_star_gene_counts.tsv	8544e8b87455159de84143e42026f980	4240028	validated
f4f06841-c4df-456b-9b60-c1c40b5aa8e0	f4f06841-c4df-456b-9b60-c1c40b5aa8e0/d5365384-47d2-4ee2-87cb-1ba9dde8e92c.rna_seq.augmented_star_gene_counts.tsv	b0e591a8df882b3a042d2a04f10816c8	4245921	validated
f8280627-d534-4219-bc8b-207a5391936e	f8280627-d534-4219-bc8b-207a5391936e/b90e3cf2-865f-4c4a-8667-3900fd0a2938.rna_seq.augmented_star_gene_counts.tsv	4027161159e1df579bbd3943d756af01	4233343	validated
fe1c6f30-d798-4445-a9e1-244939518775	fe1c6f30-d798-4445-a9e1-244939518775/fad685af-19be-4f40-9dd2-34ed966ffeae.rna_seq.augmented_star_gene_counts.tsv	bc6f25a2f41841612bc097e6896ba312	4217201	validated
